name,price,tracking_method,connection_type,max_dpi,hand_orientation,color
Kensington SlimBlade,0.0,Laser,Wireless,0.0,Both,Black
Kensington Pro Fit 2.4 GHz Wireless Mid-Size Mouse,0.0,Laser,Wireless,0.0,Right,Black
Kensington K72356US,15.98,Optical,Wired,0.0,Both,Black
Kensington Pro Fit Mobile Wireless Mouse,0.0,Laser,Wireless,0.0,Both,Black
Kensington K72370US,35.98,Optical,Wireless,0.0,Right,Black
Kensington K72400US,0.0,Optical,Wired,0.0,Both,Black
Kensington PocketMouse,0.0,Optical,Wireless,1000.0,Both,Black
Kensington Pro Fit Mid-Size Mouse,39.98,Laser,Wireless,0.0,Right,Black / Blue
Kensington Pro Fit Mid-Size Mouse,0.0,Laser,Wireless,0.0,Right,Black / Red
Kensington Pro Fit Mid-Size Mouse,33.38,Laser,Wireless,0.0,Right,Black / Green
Kensington SureTrack,0.0,Optical,Wireless,0.0,Both,Black
Dell WM615,0.0,Laser,Bluetooth Wireless,1000.0,Both,Black
Cooler Master Storm Reaper,0.0,Laser,Wired,8200.0,Right,Black / Silver
AZIO EXO1,0.0,Optical,Wired,3500.0,Right,Black / Red
Etekcity Scroll 6E,0.0,Optical,Wired,4000.0,Right,Black / Blue
Etekcity SCROLL S200,0.0,Optical,Wired,1600.0,Right,Black / Blue
Gear Head BT9750BLK,0.0,Optical,Bluetooth Wireless,1600.0,Right,Black
Kensington MP230L,0.0,Laser,Wireless,3200.0,Right,Black
Mad Catz Office R.A.T. M,0.0,Optical,Bluetooth Wireless,2000.0,Right,Black / White
Mad Catz Office R.A.T.,0.0,Optical,Bluetooth Wireless,0.0,Right,Red
Razer Abyssus,0.0,Optical,Wired,3500.0,Both,Black
Dell WM123,0.0,Optical,Wireless,1000.0,Both,Black
IOGEAR Tacturus,0.0,Optical,Wireless,1000.0,Both,Black
Key Ovation KOV-N200BCM,0.0,Optical,Wired,3000.0,Right,Black
Key Ovation KOV-N200SCL,0.0,Optical,Wired,3000.0,Right,Black / Silver
Lenovo 0B47165,0.0,Optical,Wireless,0.0,Both,Red
Logitech M325,0.0,Optical,Wireless,1000.0,Both,Green / Blue
Logitech M325c,28.69,Optical,Wireless,0.0,Both,Multicolor
Logitech M325c Lucas Lion,0.0,Optical,Wireless,0.0,Both,Multicolor
Logitech M325c Red Zigzag,18.98,Optical,Wireless,0.0,Both,Red
Logitech M325c Blue Zigzag,0.0,Optical,Wireless,0.0,Both,Blue
Logitech M325c Blue Harlequin,0.0,Optical,Wireless,0.0,Both,Blue
Mad Catz Office R.A.T. M,0.0,Optical,Wireless,2000.0,Right,Red
ROCCAT Kone Pure Camo Charge,0.0,Optical,Wired,5000.0,Right,Camo
ROCCAT Kone Pure Naval Storm,0.0,Optical,Wired,5000.0,Right,Black / Silver
ROCCAT Kone Pure Desert Strike,0.0,Optical,Wired,5000.0,Right,Brown / Black
Rosewill Reflex,0.0,Laser,Wired,8200.0,Right,Black / Red
Key Ovation KOV-N200BCL,0.0,Optical,Wired,4000.0,Right,Black
Key Ovation KOV-N200SCM,0.0,Optical,Wired,4000.0,Both,Black / Silver
Key Ovation KOV-RS200CL,0.0,Optical,Wired,3400.0,Right,Black
Key Ovation KOV-RS200CM,0.0,Optical,Wired,3400.0,Right,Black
Logitech M325c Teal Zigzag,49.99,Optical,Wireless,0.0,Both,Blue / White
Cougar 230M,0.0,Optical,Wired,3200.0,Both,White / Yellow
Cougar 250M,0.0,Optical,Wired,4000.0,Both,Black / Orange
Cougar 300M,0.0,Optical,Wired,4000.0,Right,Black / Orange
Cougar 500M,0.0,Optical,Wired,4000.0,Right,Black / White
Cougar 550M,0.0,Optical,Wired,6400.0,Right,Black / Orange
Gear Head MP2120CMO,0.0,Optical,Wireless,0.0,Both,Camo
Gear Head MP2120RDF,0.0,Optical,Wireless,0.0,Both,Black / Red
Gear Head MP2120SNL,0.0,Optical,Wireless,0.0,Both,Black / White
Logitech M325 Purple Peace,0.0,Optical,Wireless,1000.0,Both,White / Purple
Logitech M325 Moody Blue,30.99,Optical,Wireless,1000.0,Both,Blue
Logitech M325 Zany,0.0,Optical,Wireless,1000.0,Both,Silver / White
Logitech M325,0.0,Optical,Wireless,1000.0,Both,Multicolor
Etekcity Scroll Alpha,0.0,Laser,Wired,8200.0,Both,Black / Blue
Corsair SCIMITAR RGB,0.0,Optical,Wired,12000.0,Right,Black
SolidTek MS-233BU,0.0,Optical,Wired,0.0,Both,Black
Asus ROG Sica,0.0,Optical,Wired,5000.0,Both,Black / Red
MSI Interceptor DS B1,0.0,Optical,Wired,1600.0,Right,Black / Red
Trust GXT 158,0.0,Laser,Wired,5000.0,Both,Black
Adesso iMouse E50,0.0,Laser,Wireless,1000.0,Right,Black
Adesso iMouse E60L,0.0,Optical,Wireless,1000.0,Both,Blue / Silver
Adesso iMouse E60W,0.0,Optical,Wireless,1000.0,Both,White
Adesso iMouse W2,0.0,Optical,Wired,800.0,Both,Black
Gear Head MPT3500PUR-CP10,0.0,Optical,Wireless,800.0,Right,Black / Purple
Microsoft GMF-00403,0.0,Optical,Wireless,0.0,Both,Multicolor
TekNmotion TM-NIBM1,0.0,Optical,Wired,0.0,Right,Black
TekNmotion Nibiru M2,0.0,Optical,Wired,800.0,Right,Black
Logitech M185,0.0,Optical,Wireless,1000.0,Both,Black
Logitech M187,0.0,Optical,Wireless,1000.0,Both,Red
Logitech M535,44.99,Optical,Bluetooth Wireless,0.0,Both,Blue
ROCCAT NYTH,0.0,Laser,Wired,12000.0,Right,Black / Blue
SMK-Link VP3815-TAA,0.0,Optical,Wired,800.0,Both,Black
V7 GM110-2N,0.0,Optical,Wired,4000.0,Right,Black / White
V7 GM120-2N,0.0,Optical,Wired,4000.0,Right,Black / Orange
Adesso IMOUSES4,0.0,Optical,Wired,1600.0,Both,Black
Patriot Viper V560,0.0,Laser,Wired,8200.0,Right,Black / Red
A4Tech Bloody TL8 Terminator,0.0,Laser,Wired,8200.0,Right,Black / Silver
Takara Tomy Transformers DinoSaurer,0.0,Optical,Wired,0.0,Both,Black / Orange
GE 97986,0.0,Optical,Wired,0.0,Both,Black
Asus STRIX CLAW DARK EDITION,0.0,Optical,Wired,5000.0,Right,Black / Orange
Genius NX-7000,0.0,Laser,Wireless,1200.0,Both,Black
Genius M6-600,0.0,Optical,Wired,5000.0,Right,Black / White
Genius M8-610,0.0,Laser,Wired,8200.0,Right,Black / White
Adesso iMouse E60P,0.0,Optical,Wireless,1000.0,Both,Pink
Adesso iMouse E60Y,0.0,Optical,Wireless,1000.0,Both,Yellow
Corsair M65,0.0,Laser,Wired,8200.0,Right,Black
EVGA TORQ X3,0.0,Optical,Wired,4000.0,Both,Black / Silver
Gear Head MP2120LPD,0.0,Optical,Wireless,0.0,Both,Black / Orange
Genius NX-7000,0.0,Laser,Wireless,1200.0,Both,Green / White
Mad Catz R.A.T. PRO X,0.0,Laser,Wired,8200.0,Right,Black / Green
Microsoft 3600,0.0,Optical,Wireless,0.0,Both,Black
Microsoft 3600,0.0,Optical,Wireless,0.0,Both,Blue
Microsoft 3600,0.0,Optical,Wireless,0.0,Both,Red
Adesso iMouse E60B,0.0,Optical,Wireless,1000.0,Both,Black / Silver
Adesso iMouse E60G,0.0,Optical,Wireless,1000.0,Both,Green / Silver
Genius M6-400,0.0,Optical,Wired,5000.0,Both,Black / Gold
HEC HM153,0.0,Optical,Wired,1600.0,Both,Black / Red
A4Tech G7CR-60B,0.0,Optical,Wireless,0.0,Right,Black
A4Tech ZL50,48.8,Laser,Wired,0.0,Right,Black / Red
Kensington K74532WW,21.5,Optical,Wireless,0.0,Both,White
Microsoft Wireless Mobile Mouse 3500,0.0,Laser,Wireless,1000.0,Both,Black / Blue
Microsoft 900,0.0,Laser,Wireless,0.0,Both,Black
ROCCAT Kova,0.0,Optical,Wired,7000.0,Right,White
Ninox Aurora,0.0,Optical,Wired,4000.0,Right,Black / Red
Mad Catz R.A.T. PRO X,0.0,Laser,Wired,8200.0,Right,Black / Yellow
Mad Catz R.A.T. PRO X,0.0,Optical,Wired,5000.0,Right,Black / Yellow
Razer Orochi 8200 Chroma,0.0,Laser,Wireless,8200.0,Both,Black
SteelSeries Rival 100,0.0,Optical,Wired,4000.0,Right,Black / Yellow
SteelSeries Rival 300,87.55,Optical,Wired,6500.0,Right,Silver
SteelSeries Rival 300,0.0,Optical,Wired,6500.0,Right,Orange / White
Feenix Nascita,0.0,Laser,Wired,8200.0,Right,Black / White
Cooler Master Xornet II,0.0,Optical,Wired,3320.0,Right,Black
A4Tech ML160,0.0,Laser,Wired,8200.0,Right,Black
Adesso iMouse E2,0.0,Optical,Wired,3200.0,Right,Black
Adesso iMouse E20,0.0,Laser,Wireless,3200.0,Right,Black
Adesso iMouse E40,0.0,Optical,Wireless,1000.0,Right,Black
Aorus THUNDER M7,0.0,Laser,Wired,8200.0,Right,Black
Cougar 550M,0.0,Optical,Wired,6400.0,Right,Black / Orange
Gear Head MP1975BLK,0.0,Optical,Wireless,0.0,Right,Black
Gear Head MP1975BLU,0.0,Optical,Wireless,0.0,Both,Blue
Gear Head MP1975RED,0.0,Optical,Wireless,0.0,Both,Red
Gear Head MP2100NBL,0.0,Optical,Wireless,0.0,Both,Blue
Gear Head MP2100NGR,0.0,Optical,Wireless,0.0,Both,Green
Gear Head MP2100NOR,0.0,Optical,Wireless,0.0,Both,Orange
Gear Head MP2100NPK,0.0,Optical,Wireless,0.0,Both,Pink
Gear Head MP2100NPR,0.0,Optical,Wireless,0.0,Both,Purple
HP X1500,0.0,Optical,Wired,0.0,Right,Black
Microsoft Wireless Mobile Mouse 4000,65.21,Laser,Wireless,1000.0,Both,Black
Razer DeathAdder Chroma(Call of Duty: Black Ops III Edition),0.0,Optical,Wired,10000.0,Right,Black / Silver
ROCCAT Kiro,0.0,Optical,Wired,4000.0,Both,Black
Microsoft Arc Touch,0.0,Laser,Bluetooth Wireless,0.0,Both,Gray
SteelSeries Rival 100,0.0,Optical,Wired,4000.0,Right,Gold
Monoprice MP-AM,0.0,Optical,Wired,2300.0,Both,Black / Red
Satechi Edge,0.0,Optical,Wireless,4000.0,Right,Black
Cooler Master Sentinel III,0.0,Optical,Wired,6400.0,Right,Black
HP Star Wars Special Edition,0.0,Laser,Wireless,0.0,Both,Black / Red
Kensington Pro Fit Mid-Size Mouse,0.0,Optical,Wireless,1750.0,Right,Black
Logitech 910-001648,0.0,Optical,Wired,0.0,Both,Black
Logitech 910-002897,0.0,Laser,Wireless,0.0,Right,Black
Logitech M325 Brilliant Rose,0.0,Laser,Wireless,0.0,Both,Black / Pink
Mad Catz R.A.T.1,0.0,Optical,Wired,3500.0,Both,Green
Microsoft 4FD-00026,0.0,Laser,Wired,0.0,Right,Black
Microsoft L2 Sculpt Touch,0.0,Laser,Bluetooth Wireless,0.0,Both,Black / Silver
Microsoft Comfort Mouse 4500,0.0,Laser,Wired,0.0,Right,Black
Microsoft Wireless Mobile Mouse 4000,0.0,Laser,Wireless,0.0,Right,Black / Silver
Microsoft Mobile 3500,0.0,Laser,Wireless,0.0,Both,Black
Microsoft GMF-00045,0.0,Laser,Wireless,0.0,Both,Black
Microsoft Wireless Mobile Mouse 3500,0.0,Laser,Wireless,0.0,Both,Black / Pink
Microsoft Arc Touch,0.0,Laser,Wireless,0.0,Both,Black / Silver
Microsoft U81-00010,29.99,Optical,Wired,0.0,Both,Black
Targus AMW50CA,0.0,Optical,Wireless,0.0,Both,Black / Silver
Monoprice 109287,0.0,Laser,Wired,0.0,Both,Black
Jeecoo James Donkey 007,0.0,Laser,Wired,8200.0,Both,Gunmetal
SHARKK MS-SK2562,0.0,Laser,Wired,16400.0,Right,Black / Blue
Sentey GS-3521,0.0,Laser,Wired,3400.0,Right,Black / Red
Dell WM126,0.0,Optical,Wireless,1000.0,Both,Blue
Genius NX 7010,0.0,Optical,Wireless,0.0,Both,Gray
Gigabyte XM300,0.0,Optical,Wired,6400.0,Right,Black
Logitech M170,0.0,Optical,Wireless,0.0,Both,Gray
SHARKK MS-SK2511,0.0,Optical,Wireless,1600.0,Right,Black
SHARKK MS-SK2541,0.0,Laser,Wired,16400.0,Right,Black
SHARKK SK137G,0.0,Optical,Wireless,1600.0,Right,Black
SIIG JK-US0A12-S1,0.0,Optical,Wired,1000.0,Both,Black
SIIG JK-US0B12-S1,0.0,Optical,Wired,1000.0,Both,Black / Blue
SIIG JK-US0C12-S1,0.0,Optical,Wired,1000.0,Both,Black / Red
SIIG JK-US0D12-S1,0.0,Optical,Wired,1000.0,Both,White / Silver
SIIG JK-US0H12-S1,0.0,Optical,Wired,1000.0,Both,Black
Thermaltake THERON Plus,0.0,Laser,Wired,8200.0,Right,Black
Toshiba PA3570U-1ETA,0.0,Laser,Wired,1600.0,Both,Black / Silver
Zalman ZM-M130CB,0.0,Optical,Wired,2400.0,Right,Black / Blue
Zalman ZM-M130CWH,0.0,Optical,Wired,2400.0,Right,White
Zalman ZM-M520WR,0.0,Optical,Wireless,16000.0,Both,Red
Cobra CORBA JUNOR,42.0,Optical,Wired,1600.0,Right,Black / Blue
Cobra CORBA JUNOR,42.0,Optical,Wired,1600.0,Right,Black / Red
Cobra Auroza type G,0.0,Optical,Wired,3000.0,Right,Black
Cobra Mazer,0.0,Optical,Wired,2500.0,Right,Black
Cobra Mazer,0.0,Optical,Wired,2500.0,Right,White
Lenovo ThinkPad X1,0.0,Laser,Bluetooth Wireless,1000.0,Both,Black / Red
Das Keyboard Division Zero M50,0.0,Laser,Wired,6400.0,Both,Black / Red
Zowie ZA11,0.0,Optical,Wired,3200.0,Both,Black
Zowie ZA12,0.0,Optical,Wired,3200.0,Both,Black
SHARKOON SHARK Force,0.0,Optical,Wired,1600.0,Right,Green
SHARKOON SHARK Force,0.0,Optical,Wired,1600.0,Right,Pink
SHARKOON SHARK Force,0.0,Optical,Wired,1600.0,Right,White
Sentey Lumenata Pro SP,0.0,Laser,Wired,8200.0,Right,Black
Asus ROG Sica,0.0,Optical,Wired,5000.0,Both,White
Asus Cerberus Arctic,0.0,Optical,Wired,2500.0,Both,White / Black
TeckNet Raptor Pro,0.0,Optical,Wired,4000.0,Right,Black / Blue
Corsair Sabre RGB,0.0,Optical,Wired,6400.0,Right,Black
Ducky Secret RGB,0.0,Optical,Wired,5000.0,Right,Black
Thermaltake VENTUS Z,0.0,Laser,Wired,11000.0,Right,Black
Cougar Revenger,0.0,Optical,Wired,12000.0,Right,Black
Hcman 325US,0.0,Laser,Wired,3000.0,Right,Black / Yellow
Hcman Donkey112,0.0,Laser,Wired,2000.0,Right,Black / Yellow
NOX Krom Khanda,0.0,Optical,Wired,4000.0,Right,Black / Orange
NOX Krom Korps,0.0,Laser,Wired,8200.0,Right,Black / Orange
RIOTORO URUZ Z5 Classic RGB,0.0,Optical,Wired,4000.0,Right,Black
RIOTORO URUZ Z5 Lightning RGB,0.0,Optical,Wired,4000.0,Right,Black
Cougar 450M (Black/Orange),0.0,Optical,Wired,5000.0,Both,Black / Orange
GAMDIAS ZEUS P1 RGB,0.0,Optical,Wired,12000.0,Right,Black
Gigabyte AIRE M73,0.0,Optical,Wireless,1000.0,Right,Black
MSI Interceptor DS100,0.0,Laser,Wired,3500.0,Both,Black / Red
ROCCAT Kone AIMO,0.0,Optical,Wired,12000.0,Right,Gray
Cougar 450M (Black/Green),0.0,Optical,Wired,5000.0,Both,Black / Green
Cougar Minos X1,0.0,Optical,Wired,2000.0,Right,Black
Cougar Minos X2,0.0,Optical,Wired,3000.0,Right,Black
Cooler Master MasterMouse MM530,49.99,Optical,Wired,12000.0,Right,Black
GranVela 325,0.0,Optical,Wired,3000.0,Right,Black / Yellow
Corsair DARK CORE RGB SE,0.0,Optical,Wireless,16000.0,Right,Black
ACGAM G402,0.0,Optical,Wired,10000.0,Right,Black
Zelotes T90,0.0,Optical,Wired,9200.0,Right,Black / Red
Redragon INQUISITOR M716,0.0,Optical,Wired,10000.0,Right,Unknown
Microsoft ELH-00001,0.0,Optical,Bluetooth Wireless,0.0,Both,Gray
Tracer GAMEZONE SNIPER AVAGO,0.0,Laser,Wired,6000.0,Right,Black
Rosewill ION D21,0.0,Optical,Wired,4000.0,Right,White
Asus TUF Gaming M5,0.0,Optical,Wired,6200.0,Right,Silver
Razer Deathadder Elite Destiny 2 Edition,0.0,Optical,Wired,16000.0,Right,Black / White
Zowie S1,0.0,Optical,Wired,3200.0,Right,Black
Logitech G703,0.0,Optical,Wireless,12000.0,Right,Black
Mionix Castor French Fries,0.0,Optical,Wired,5000.0,Right,Yellow
Mionix Castor Shark Fin,0.0,Optical,Wired,5000.0,Right,Gray
Mionix Avior French Fries,0.0,Optical,Wired,5000.0,Both,Yellow
Mionix Castor Black,0.0,Optical,Wired,5000.0,Right,Black
Mionix Castor Frosting,0.0,Optical,Wired,5000.0,Right,Pink
Cougar 700M EVO,0.0,Optical,Wired,16000.0,Right,Black
Mionix Avior Shark Fin,0.0,Optical,Wired,5000.0,Both,Gray
Mionix Castor Ice Cream,0.0,Optical,Wired,5000.0,Right,Blue
Mionix Avior Ice Cream,0.0,Optical,Wired,5000.0,Both,Blue
Zowie EC1-B CS:GO,0.0,Optical,Wired,3200.0,Right,Black / Gold
IOGEAR Kaliber Gaming KORONA RGB,32.95,Optical,Wired,5000.0,Right,Black
MSI CLUTCH GM10,0.0,Optical,Wired,2400.0,Right,Black / Red
Logitech M187,14.99,Optical,Wireless,1000.0,Both,Blue / Black
Logitech M325c Blu Trance,0.0,Optical,Wireless,1000.0,Both,Blue / Black
Logitech M325c Lady Lily,22.99,Optical,Wireless,1000.0,Both,White / Multicolor
Logitech M325c Natural Jewelry,0.0,Optical,Wireless,1000.0,Both,Purple / Multicolor
Logitech M325c Dark Fleur,0.0,Optical,Wireless,1000.0,Both,White / Black
Logitech M317c Lady on the Lily,38.97,Optical,Wireless,1000.0,Both,White / Multicolor
Logitech M317c Dark Fleur,0.0,Optical,Wireless,1000.0,Both,White / Black
Patriot Viper 550,0.0,Optical,Wired,10000.0,Both,Black
Logitech M325c Forest Floral,29.99,Optical,Wireless,1000.0,Both,Blue / Black
Logitech M325c Urban Grey,0.0,Optical,Wireless,1000.0,Both,Gray / White
Logitech M325c Blue Camo,39.99,Optical,Wireless,1000.0,Both,Blue / Black
Logitech M325c Urban Sunset,49.95,Optical,Wireless,1000.0,Both,Orange / Red
Acer AMR513,0.0,Optical,Wireless,1000.0,Both,Red / Black
Adesso IMOUSE W4,26.99,Optical,Wired,1000.0,Both,Black
Adesso iMouse E30,38.99,Optical,Wireless,4800.0,Right,Black
Adesso iMouse E55,0.0,Optical,Wireless,1000.0,Right,Black
Adesso iMouse E70,44.13,Optical,Wireless,4800.0,Left,Black
Adesso iMouse E9,0.0,Optical,Wireless,2400.0,Left,Black
Adesso iMouse S200B,18.8,Optical,Wireless,2000.0,Right,Black
Adesso iMouse S5,12.99,Optical,Wired,1000.0,Both,Black
Adesso iMouse S70G,0.0,Optical,Wireless,1000.0,Both,Green / Black
Adesso iMouse S70L,0.0,Optical,Wireless,1000.0,Both,Blue
Adesso iMouse T40 Trackball,41.99,Optical,Wireless,4800.0,Both,Black / Red
Adesso iMouse M20R,18.64,Optical,Wireless,1600.0,Right,Red / Black
Adesso iMouse S100B,0.0,Optical,Wireless,1200.0,Both,Black
Adesso iMouse S70P,0.0,Optical,Wireless,1000.0,Both,Pink / Black
Adesso iMouse M40,0.0,Optical,Wireless,1200.0,Both,Black
Adesso iMouse S80L,16.91,Optical,Wireless,1600.0,Right,Blue / Black
Acco Kensington K72392US,39.98,Optical,Wireless,1000.0,Both,Black
Acco Kensington K72337US,60.85,Optical,Wired,0.0,Both,Black / Blue
Acco KENSINGTON K64327F,0.0,Optical,Wired,0.0,Both,Silver / Black
ADATA XPG INFAREX M10,0.0,Optical,Wired,3200.0,Right,Black
Microsoft Sculpt Ergonomic,0.0,Laser,Wireless,1000.0,Right,Black / Blue
Fellowes Penguin Medium,0.0,Laser,Wireless,1200.0,Both,Black / Silver
Fellowes Penguin Small,69.0,Laser,Wired,1200.0,Both,Black / Silver
Microsoft Surface Precision,0.0,Optical,Bluetooth Wireless,0.0,Right,Gray
Microsoft KTF-00001,0.0,Optical,Bluetooth Wireless,0.0,Both,Black
Microsoft L2 Basic,0.0,Optical,Wired,800.0,Both,White / Gray
Evoluent VM4SW small,105.28,Optical,Wireless,2600.0,Right,Brown / Black
Fellowes Penguin Large,69.0,Laser,Wired,1200.0,Both,Black / Silver
Microsoft Precision,0.0,Optical,Bluetooth Wireless,0.0,Right,Black / Silver
Evoluent VMCRW Vertical Mouse C,0.0,Laser,Wireless,0.0,Right,Black / Silver
Microsoft Surface Mobile,0.0,Laser,Bluetooth Wireless,0.0,Both,Black / Silver
Microsoft Surface Mobile,0.0,Laser,Bluetooth Wireless,0.0,Both,Silver
Microsoft Sculpt Mobile,0.0,Laser,Wireless,0.0,Both,Black / Blue
Lenovo 0A34282,0.0,Laser,Wireless,1600.0,Both,Black / Red
Kodak IMOUSE Q10,0.0,Optical,Wireless,1600.0,Right,Black
Logitech M325c Urban Lagoon,61.0,Optical,Wireless,1000.0,Both,Blue / Black
Trust GXT 138 X-Ray,54.23,Optical,Wired,4000.0,Right,Black
SIIG JK-WR0912-S2,0.0,Optical,Wireless,0.0,Right,Red / Black
Rosewill RWM-002,0.0,Optical,Wireless,1200.0,Both,White / Black
Rosewill RWM-003,0.0,Optical,Wireless,1200.0,Both,Gray / Black
Rosewill RWM-004,0.0,Optical,Wireless,1200.0,Both,Blue / Black
SIIG JK-WR0B12-S2,0.0,Optical,Wireless,1000.0,Right,Blue / Black
Rosewill ION D12,0.0,Optical,Wired,4000.0,Right,Black
Rosewill NEON M63,0.0,Optical,Wired,10000.0,Right,Black / Red
SIIG JK-WR0M12-S1,0.0,Optical,Wireless,1200.0,Both,Black
Rosewill NEON M61,0.0,Optical,Wireless,10000.0,Right,Black / Blue
Rosewill NEON M54,0.0,Optical,Wired,7200.0,Right,Black
Rosewill NEON M56,0.0,Optical,Wired,12400.0,Right,Black
Trust GXT 148 Orna,0.0,Optical,Wired,3200.0,Both,Black / Red
Verbatim 98113 Go Mini Travel Commuter,10.3,Optical,Wired,0.0,Both,Purple
Verbatim 98113 Go Mini Travel,13.71,Optical,Wired,0.0,Both,Silver / Black
Targus W571,0.0,Optical,Wireless,0.0,Right,Black
Targus W573,0.0,Laser,Wireless,0.0,Both,Black
Targus W574,0.0,Laser,Wireless,0.0,Right,Black
V7 MW600-1N,0.0,Optical,Wireless,1600.0,Right,Black
Toshiba U55,0.0,Optical,Wired,1600.0,Both,Black
Targus B580,18.0,Optical,Bluetooth Wireless,0.0,Both,Black
Verbatim 98616 Go Mini Travel Commuter,8.99,Optical,Wired,0.0,Both,Blue
Verbatim 99780 Silent Wireless Blue Led,13.99,Optical,Wireless,0.0,Both,Red / Black
Verbatim 98619 Go Mini Travel Commuter,8.99,Optical,Wired,0.0,Both,Red
Verbatim 98618 Mini Travel Mouse Commuter,8.99,Optical,Wired,0.0,Both,Pink
GAMDIAS Zeus E2,0.0,Optical,Wired,3200.0,Right,Black
HP OMEN 400,89.96,Optical,Wired,5000.0,Right,Black / Red
Adesso iMouse E3,0.0,Optical,Wired,6400.0,Right,Black
Kensington K72392USA,27.31,Optical,Wireless,1000.0,Both,Black
Kensington K72421AMA,32.78,Optical,Wireless,1600.0,Right,Blue / Black
SIIG JK-WR0N12-S1,0.0,Optical,Wireless,1200.0,Both,Gray / Black
V7 MW500-1N,0.0,Optical,Wireless,1600.0,Right,Black
Kensington K72339USA,23.94,Optical,Wired,0.0,Both,Black
Key Ovation Newtral 3,0.0,Optical,Wired,3000.0,Right,Black
SMK-Link VP3830-TAA,0.0,Optical,Wired,2400.0,Right,Black
Inland 7338,0.0,Optical,Wired,0.0,Both,Transparent / Gray
SMK-Link VP3831,0.0,Optical,Wired,2400.0,Right,Black
Verbatim 70233,8.99,Optical,Wired,0.0,Both,Blue / Black
Mad Catz The Authentic R.A.T. 8+,0.0,Optical,Wired,1000.0,Right,Silver / Black
Verbatim 70238,23.2,Optical,Wired,0.0,Both,Purple / Silver
Microsoft RJG-00001,34.99,Optical,Wired,0.0,Right,Black
Evoluent VMDM,95.82,Optical,Wired,0.0,Right,Black / Silver
Evoluent VMDS,99.95,Optical,Wired,0.0,Right,Black / Silver
Verbatim 99746,0.0,Optical,Wireless,0.0,Right,Purple / White
Cooler Master MM711 Glossy Black,0.0,Optical,Wired,16000.0,Right,Black
G-Wolves HT-M 3360 Ash,0.0,Optical,Wired,12000.0,Right,Silver
G-Wolves HT-M 3360 Black,0.0,Optical,Wired,12000.0,Right,Black
G-Wolves HT-M 3360 Gray,0.0,Optical,Wired,12000.0,Right,Gray
G-Wolves HT-M 3360 Red,0.0,Optical,Wired,12000.0,Right,Red
Microsoft Intellimouse Pro - White Shadow,142.87,Optical,Wired,16000.0,Right,White / Black
Logitech PEBBLE M350,0.0,Optical,Wireless,1000.0,Both,Blue
Verbatim 70239,17.98,Optical,Bluetooth Wireless,1600.0,Both,Blue / Black
Microsoft Arc,96.99,Optical,"Wired, Wireless, Bluetooth Wireless",1000.0,Both,Green
Microsoft RJN-00013,0.0,Optical,Bluetooth Wireless,0.0,Both,Blue
Microsoft RJN-00037,28.33,Optical,Bluetooth Wireless,0.0,Both,Pink
Microsoft RJN-00001,42.99,Optical,Bluetooth Wireless,0.0,Both,Black
Aula Enter Tainer,0.0,Optical,Wired,4000.0,Right,Black
Verbatim 99747,0.0,Laser,Wireless,0.0,Both,Blue / Black
Evoluent VMDSW Vertical Mouse D Small,114.95,Laser,Wireless,1600.0,Right,Black
Logitech M545,0.0,Laser,Wireless,1000.0,Right,Black
Kensington Pro Fit,33.59,Optical,Wired,3200.0,Right,Black
Kensington Pro Fit,39.54,Optical,Bluetooth Wireless,1600.0,Right,Black
Kensington Pro Fit,50.25,Optical,Bluetooth Wireless,1600.0,Right,Gray / White
Verbatim 70240,18.41,Laser,Bluetooth Wireless,1600.0,Both,Red / Black
Dell Alienware Elite,0.0,Optical,Wired,12000.0,Right,Silver / Black
Verbatim 70237,14.95,Optical,Wired,0.0,Both,Blue / Silver
Acer Urban Factory Anti-stress Mouse,0.0,Optical,Wired,800.0,Both,Black / Silver
Acer Urban Factory Crazy Mouse,0.0,Optical,Wired,800.0,Both,Blue / White
HP 1JR32AA#ABA,0.0,Optical,Wired,1600.0,Both,Black
HP 6SP30UT#ABA,43.0,Optical,Bluetooth Wireless,0.0,Right,Black
SMK-Link Gyration Air Mouse Elite,0.0,Laser,Wireless,0.0,Both,Black / Silver
SMK-Link AIR Mouse GO Plus,0.0,Laser,Wireless,0.0,Both,Black / Silver
Evoluent VMDLW,108.33,Laser,Wireless,0.0,Right,Black / Silver
Adesso iMouse M6-TAA,11.45,Optical,Wired,1000.0,Both,Black
Endgame Gear XM1,0.0,Optical,Wired,16000.0,Right,Black
Endgame Gear XM1,0.0,Optical,Wired,16000.0,Right,White
Biostar Racing AM3,0.0,Optical,Wired,5000.0,Right,Black / Blue
ROCCAT KONE Pure Ultra,63.99,Optical,Wired,16000.0,Right,Black
Cooler Master MM720 Glossy,0.0,Optical,Wired,16000.0,Right,Black
Rosewill Neon M62,0.0,Optical,Wired,10000.0,Right,Black
Xtreme Gaming DS-2535,0.0,Laser,Wired,16400.0,Right,Black
SPC Gear LIX,0.0,Optical,Wired,8000.0,Right,Black
Logitech M191 Full-Size,14.99,Optical,Wireless,1000.0,Both,Black / Gray
Tempest MS-200 Ninja,0.0,Optical,Wired,2400.0,Right,Black
‎DREAM MACHINES DM1 FPS,0.0,Optical,Wired,16000.0,Right,Black
GAMDIAS ZEUS E1,0.0,Optical,Wired,3200.0,Right,Black
